file_a,file_b,label_a,label_b,co_changes,changes_a,changes_b
freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,freeplane_plugin_latex\src\main\java\org\freeplane\plugin\latex\LatexRenderer.java,MTextController,LatexRenderer,9,53,26
freeplane\src\main\java\org\freeplane\view\swing\map\MainView.java,freeplane\src\main\java\org\freeplane\view\swing\map\attribute\AttributeTable.java,MainView,AttributeTable,9,101,30
freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,freeplane\src\main\java\org\freeplane\view\swing\map\mindmapmode\EditNodeTextField.java,MTextController,EditNodeTextField,9,53,53
freeplane\src\main\java\org\freeplane\features\note\mindmapmode\NotePanel.java,freeplane\src\main\java\org\freeplane\features\text\mindmapmode\EditNodeWYSIWYG.java,NotePanel,EditNodeWYSIWYG,9,34,23
freeplane\src\main\java\org\freeplane\features\ui\ViewController.java,freeplane\src\main\java\org\freeplane\main\applet\AppletViewController.java,ViewController,AppletViewController,9,19,11
freeplane\src\main\java\org\freeplane\features\ui\ViewController.java,freeplane\src\main\java\org\freeplane\main\mindmapmode\stylemode\DialogController.java,ViewController,DialogController,9,19,10
freeplane\src\main\java\org\freeplane\main\applet\AppletViewController.java,freeplane\src\main\java\org\freeplane\main\headlessmode\HeadlessUIController.java,AppletViewController,HeadlessUIController,9,11,10
freeplane\src\main\java\org\freeplane\main\applet\AppletViewController.java,freeplane\src\main\java\org\freeplane\main\mindmapmode\stylemode\DialogController.java,AppletViewController,DialogController,9,11,10
freeplane\src\main\java\org\freeplane\main\application\ApplicationViewController.java,freeplane\src\main\java\org\freeplane\main\headlessmode\HeadlessUIController.java,ApplicationViewController,HeadlessUIController,9,44,10
freeplane\src\main\java\org\freeplane\main\headlessmode\HeadlessUIController.java,freeplane\src\main\java\org\freeplane\main\mindmapmode\stylemode\DialogController.java,HeadlessUIController,DialogController,9,10,10
freeplane\src\main\java\org\freeplane\features\ui\ViewController.java,freeplane\src\main\java\org\freeplane\main\application\MapViewDockingWindows.java,ViewController,MapViewDockingWindows,9,19,46
freeplane\src\main\java\org\freeplane\features\filter\FilterConditionEditor.java,freeplane\src\main\java\org\freeplane\features\filter\FilterController.java,FilterConditionEditor,FilterController,9,18,66
freeplane\src\main\java\org\freeplane\features\map\mindmapmode\clipboard\MMapClipboardController.java,freeplane_plugin_script\src\main\java\org\freeplane\plugin\script\proxy\NodeProxy.java,MMapClipboardController,NodeProxy,9,44,40
freeplane\src\main\java\org\freeplane\view\swing\map\NodeView.java,freeplane\src\main\java\org\freeplane\view\swing\map\edge\EdgeView.java,NodeView,EdgeView,9,209,17
freeplane\src\main\java\org\freeplane\features\layout\LayoutController.java,freeplane\src\main\java\org\freeplane\view\swing\map\NodeView.java,LayoutController,NodeView,9,19,209
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\ChildNodesLayoutControlGroup.java,freeplane_api\src\main\java\org\freeplane\api\ChildNodesLayout.java,ChildNodesLayoutControlGroup,ChildNodesLayout,9,19,20
freeplane\src\main\java\org\freeplane\view\swing\map\NodeView.java,freeplane_api\src\main\java\org\freeplane\api\ChildNodesLayout.java,NodeView,ChildNodesLayout,9,209,20
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ClassesNodeModel.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\PackageNodeModel.java,ClassesNodeModel,PackageNodeModel,9,9,10
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\configurator\CodeProjectController.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\CodeExplorer.java,CodeProjectController,CodeExplorer,9,34,10
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\configurator\CodeProjectController.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\CodeExplorerConfiguration.java,CodeProjectController,CodeExplorerConfiguration,9,34,25
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\CodeMapController.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\CodeExplorer.java,CodeMapController,CodeExplorer,9,50,10
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ClassNode.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\CodeMap.java,ClassNode,CodeMap,9,22,24
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\CodeNode.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ShowDependingNodesAction.java,CodeNode,ShowDependingNodesAction,9,36,22
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ClassNode.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ProjectRootNode.java,ClassNode,ProjectRootNode,9,22,31
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\CodeMap.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\CodeExplorerConfiguration.java,CodeMap,CodeExplorerConfiguration,9,24,25
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ProjectRootNode.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\CodeExplorerConfiguration.java,ProjectRootNode,CodeExplorerConfiguration,9,31,25
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\configurator\CodeExplorerConfigurator.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\ParsedConfiguration.java,CodeExplorerConfigurator,ParsedConfiguration,9,51,23
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\DirectoryMatcher.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\ParsedConfiguration.java,DirectoryMatcher,ParsedConfiguration,9,21,23
freeplane\src\main\java\org\freeplane\features\icon\IconController.java,freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\MIconController.java,IconController,MIconController,9,26,57
freeplane\src\main\java\org\freeplane\features\icon\IconRegistry.java,freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\MIconController.java,IconRegistry,MIconController,9,12,57
freeplane\src\main\java\org\freeplane\features\icon\IconRegistry.java,freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\TagEditor.java,IconRegistry,TagEditor,9,12,71
freeplane\src\main\java\org\freeplane\features\icon\Tag.java,freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\MIconController.java,Tag,MIconController,9,16,57
freeplane\src\main\java\org\freeplane\features\icon\Tag.java,freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\TagEditor.java,Tag,TagEditor,9,16,71
freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\TagEditor.java,freeplane\src\main\java\org\freeplane\features\styles\MapStyle.java,TagEditor,MapStyle,9,71,79
freeplane\src\main\java\org\freeplane\features\icon\TagCategories.java,freeplane\src\main\java\org\freeplane\features\styles\MapStyle.java,TagCategories,MapStyle,9,74,79
freeplane\src\main\java\org\freeplane\features\icon\Tag.java,freeplane\src\main\java\org\freeplane\features\icon\TagCategories.java,Tag,TagCategories,9,16,74
freeplane\src\main\java\org\freeplane\view\swing\map\outline\NavigationButtons.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlinePane.java,NavigationButtons,OutlinePane,9,32,39
freeplane\src\main\java\org\freeplane\view\swing\map\outline\NodePositioning.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlinePane.java,NodePositioning,OutlinePane,9,26,39
freeplane\src\main\java\org\freeplane\view\swing\map\outline\MapTreeNode.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\TreeNode.java,MapTreeNode,TreeNode,9,25,21
freeplane\src\main\java\org\freeplane\view\swing\map\outline\BlockPanel.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineController.java,BlockPanel,OutlineController,9,37,25
freeplane\src\main\java\org\freeplane\view\swing\map\outline\BlockPanel.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineViewport.java,BlockPanel,OutlineViewport,9,37,24
freeplane\src\main\java\org\freeplane\view\swing\map\outline\MapAwareOutlinePane.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineViewport.java,MapAwareOutlinePane,OutlineViewport,9,67,24
freeplane\src\main\java\org\freeplane\view\swing\map\outline\MapAwareOutlinePane.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\TreeNode.java,MapAwareOutlinePane,TreeNode,9,67,21
freeplane\src\main\java\org\freeplane\view\swing\map\outline\MapAwareOutlinePane.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineSelectionBridge.java,MapAwareOutlinePane,OutlineSelectionBridge,9,67,13
freeplane\src\main\java\org\freeplane\view\swing\map\outline\NodeButton.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\ScrollableTreePanel.java,NodeButton,ScrollableTreePanel,9,17,135
freeplane\src\main\java\org\freeplane\view\swing\map\outline\BlockPanel.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineBlockLayout.java,BlockPanel,OutlineBlockLayout,9,37,18
freeplane\src\main\java\org\freeplane\view\swing\map\outline\NodePositioning.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineBlockLayout.java,NodePositioning,OutlineBlockLayout,9,26,18
freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\chat\AIChatPanel.java,freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\tools\AIToolSet.java,AIChatPanel,AIToolSet,9,49,49
freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\chat\AIChatPanel.java,freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\chat\ChatMessageStyleApplier.java,AIChatPanel,ChatMessageStyleApplier,9,49,10
freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\chat\AIChatPanel.java,freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\chat\AssistantProfileChatMemory.java,AIChatPanel,AssistantProfileChatMemory,9,49,13
freeplane\src\main\java\org\freeplane\features\map\MapController.java,freeplane\src\main\java\org\freeplane\features\map\NodeModel.java,MapController,NodeModel,8,52,42
freeplane\src\main\java\org\freeplane\features\map\MapController.java,freeplane\src\main\java\org\freeplane\features\map\mindmapmode\clipboard\MMapClipboardController.java,MapController,MMapClipboardController,8,52,44
freeplane\src\main\java\org\freeplane\features\map\mindmapmode\clipboard\MMapClipboardController.java,freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,MMapClipboardController,MTextController,8,44,53
freeplane\src\main\java\org\freeplane\features\text\TextController.java,freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,TextController,MTextController,8,29,53
freeplane\src\main\java\org\freeplane\features\text\TextController.java,freeplane\src\main\java\org\freeplane\view\swing\map\MainView.java,TextController,MainView,8,29,101
freeplane\src\main\java\org\freeplane\features\map\MapController.java,freeplane\src\main\java\org\freeplane\view\swing\ui\DefaultNodeMouseMotionListener.java,MapController,DefaultNodeMouseMotionListener,8,52,30
freeplane\src\main\java\org\freeplane\features\note\mindmapmode\NotePanel.java,freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,NotePanel,MTextController,8,34,53
freeplane\src\main\java\org\freeplane\features\nodestyle\NodeStyleController.java,freeplane\src\main\java\org\freeplane\features\nodestyle\mindmapmode\MNodeStyleController.java,NodeStyleController,MNodeStyleController,8,12,16
freeplane\src\main\java\org\freeplane\features\ui\FrameController.java,freeplane\src\main\java\org\freeplane\main\application\ApplicationViewController.java,FrameController,ApplicationViewController,8,66,44
freeplane\src\main\java\org\freeplane\main\applet\AppletViewController.java,freeplane\src\main\java\org\freeplane\main\application\ApplicationViewController.java,AppletViewController,ApplicationViewController,8,11,44
freeplane\src\main\java\org\freeplane\main\application\ApplicationViewController.java,freeplane\src\main\java\org\freeplane\main\mindmapmode\stylemode\DialogController.java,ApplicationViewController,DialogController,8,44,10
freeplane\src\main\java\org\freeplane\view\swing\map\MapView.java,freeplane\src\main\java\org\freeplane\view\swing\map\MapViewScrollPane.java,MapView,MapViewScrollPane,8,263,31
