file_a,file_b,label_a,label_b,co_changes,changes_a,changes_b
freeplane\src\main\java\org\freeplane\main\codeexplorermode\ClassNodeModel.java,freeplane\src\main\java\org\freeplane\main\codeexplorermode\CodeNodeModel.java,ClassNodeModel,CodeNodeModel,11,14,17
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\configurator\CodeExplorerConfigurator.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\task\CodeExplorerConfiguration.java,CodeExplorerConfigurator,CodeExplorerConfiguration,11,51,25
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ClassNode.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\PackageNode.java,ClassNode,PackageNode,11,22,28
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\CodeMapController.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\CodeNode.java,CodeMapController,CodeNode,11,50,36
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ClassesNode.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ProjectRootNode.java,ClassesNode,ProjectRootNode,11,24,31
freeplane\src\main\java\org\freeplane\view\swing\map\outline\BlockPanel.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineGeometry.java,BlockPanel,OutlineGeometry,11,37,21
freeplane\src\main\java\org\freeplane\view\swing\map\outline\NavigationButtons.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\NodePositioning.java,NavigationButtons,NodePositioning,11,32,26
freeplane\src\main\java\org\freeplane\view\swing\map\outline\BlockPanel.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\MapAwareOutlinePane.java,BlockPanel,MapAwareOutlinePane,11,37,67
freeplane\src\main\java\org\freeplane\view\swing\map\outline\MapAwareOutlinePane.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\MapTreeNode.java,MapAwareOutlinePane,MapTreeNode,11,67,25
freeplane\src\main\java\org\freeplane\view\swing\map\outline\NodePositioning.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineController.java,NodePositioning,OutlineController,11,26,25
freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlineController.java,freeplane\src\main\java\org\freeplane\view\swing\map\outline\OutlinePane.java,OutlineController,OutlinePane,11,25,39
freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\chat\AIChatPanel.java,freeplane_plugin_ai\src\main\java\org\freeplane\plugin\ai\chat\LiveChatController.java,AIChatPanel,LiveChatController,11,49,14
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\BorderColorAndColorMatchesEdgeControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\BorderDashAndDashMatchesEdgeControlGroup.java,BorderColorAndColorMatchesEdgeControlGroup,BorderDashAndDashMatchesEdgeControlGroup,10,10,12
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\BorderColorAndColorMatchesEdgeControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\BorderWidthAndBorderWidthMatchesEdgeControlGroup.java,BorderColorAndColorMatchesEdgeControlGroup,BorderWidthAndBorderWidthMatchesEdgeControlGroup,10,10,13
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\BorderWidthAndBorderWidthMatchesEdgeControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\NodeShapeControlGroup.java,BorderWidthAndBorderWidthMatchesEdgeControlGroup,NodeShapeControlGroup,10,13,16
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\CloudColorShapeControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\NodeShapeControlGroup.java,CloudColorShapeControlGroup,NodeShapeControlGroup,10,16,16
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\EdgeDashControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\EdgeStyleControlGroup.java,EdgeDashControlGroup,EdgeStyleControlGroup,10,11,10
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\EdgeDashControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\EdgeWidthControlGroup.java,EdgeDashControlGroup,EdgeWidthControlGroup,10,11,12
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\EdgeStyleControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\EdgeWidthControlGroup.java,EdgeStyleControlGroup,EdgeWidthControlGroup,10,10,12
freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\StyleControlGroup.java,freeplane\src\main\java\org\freeplane\features\styles\mindmapmode\styleeditorpanel\StyleEditorPanel.java,StyleControlGroup,StyleEditorPanel,10,35,47
freeplane\src\main\java\org\freeplane\view\swing\map\NodeView.java,freeplane\src\main\java\org\freeplane\view\swing\map\mindmapmode\EditNodeTextField.java,NodeView,EditNodeTextField,10,241,70
freeplane\src\main\java\org\freeplane\features\filter\AFilterComposerDialog.java,freeplane\src\main\java\org\freeplane\features\filter\FilterController.java,AFilterComposerDialog,FilterController,10,26,97
freeplane\src\main\java\org\freeplane\features\map\MapController.java,freeplane\src\main\java\org\freeplane\view\swing\ui\DefaultNodeMouseMotionListener.java,MapController,DefaultNodeMouseMotionListener,10,94,41
freeplane\src\main\java\org\freeplane\features\map\mindmapmode\MMapController.java,freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,MMapController,MTextController,10,92,89
freeplane\src\main\java\org\freeplane\features\filter\Filter.java,freeplane\src\main\java\org\freeplane\features\filter\FilterInfo.java,Filter,FilterInfo,10,52,13
freeplane\src\main\java\org\freeplane\view\swing\map\MapViewController.java,freeplane\src\main\java\org\freeplane\view\swing\map\NodeView.java,MapViewController,NodeView,10,70,241
freeplane\src\main\java\org\freeplane\features\icon\UIIcon.java,freeplane\src\main\java\org\freeplane\features\icon\factory\IconStoreFactory.java,UIIcon,IconStoreFactory,10,27,27
freeplane\src\main\java\org\freeplane\features\nodestyle\NodeStyleBuilder.java,freeplane\src\main\java\org\freeplane\features\nodestyle\NodeStyleModel.java,NodeStyleBuilder,NodeStyleModel,10,19,12
freeplane\src\main\java\org\freeplane\features\nodestyle\NodeStyleController.java,freeplane\src\main\java\org\freeplane\features\nodestyle\NodeStyleModel.java,NodeStyleController,NodeStyleModel,10,19,12
freeplane\src\main\java\org\freeplane\features\filter\FilterController.java,freeplane\src\main\java\org\freeplane\view\swing\map\NodeView.java,FilterController,NodeView,10,97,241
freeplane_api\src\main\java\org\freeplane\api\HeadlessMapCreator.java,freeplane_plugin_script\src\main\java\org\freeplane\plugin\script\proxy\ControllerProxy.java,HeadlessMapCreator,ControllerProxy,10,12,38
freeplane\src\main\java\org\freeplane\features\map\mindmapmode\MMapController.java,freeplane\src\main\java\org\freeplane\features\url\mindmapmode\MapLoader.java,MMapController,MapLoader,10,92,26
freeplane\src\main\java\org\freeplane\features\map\NodeModel.java,freeplane\src\main\java\org\freeplane\features\map\mindmapmode\MMapController.java,NodeModel,MMapController,10,55,92
freeplane\src\main\java\org\freeplane\features\map\mindmapmode\MMapController.java,freeplane\src\main\java\org\freeplane\features\mode\ModeController.java,MMapController,ModeController,10,92,18
freeplane\src\main\java\org\freeplane\features\ui\FrameController.java,freeplane\src\main\java\org\freeplane\main\headlessmode\HeadlessUIController.java,FrameController,HeadlessUIController,10,101,18
freeplane\src\main\java\org\freeplane\features\map\MapController.java,freeplane\src\main\java\org\freeplane\features\map\mindmapmode\clipboard\MMapClipboardController.java,MapController,MMapClipboardController,10,94,59
freeplane\src\main\java\org\freeplane\features\map\mindmapmode\clipboard\MMapClipboardController.java,freeplane\src\main\java\org\freeplane\view\swing\ui\mindmapmode\MNodeDropListener.java,MMapClipboardController,MNodeDropListener,10,59,53
freeplane\src\main\java\org\freeplane\view\swing\features\time\mindmapmode\ReminderHook.java,freeplane\src\main\java\org\freeplane\view\swing\features\time\mindmapmode\nodelist\NodeList.java,ReminderHook,NodeList,10,32,52
freeplane\src\main\java\org\freeplane\view\swing\features\time\mindmapmode\nodelist\NodeList.java,freeplane\src\main\java\org\freeplane\view\swing\features\time\mindmapmode\nodelist\NodeListWithReplacement.java,NodeList,NodeListWithReplacement,10,52,12
freeplane\src\main\java\org\freeplane\features\ui\ViewController.java,freeplane\src\main\java\org\freeplane\main\applet\AppletViewController.java,ViewController,AppletViewController,10,24,17
freeplane\src\main\java\org\freeplane\main\applet\AppletViewController.java,freeplane\src\main\java\org\freeplane\main\headlessmode\HeadlessUIController.java,AppletViewController,HeadlessUIController,10,17,18
freeplane\src\main\java\org\freeplane\main\application\ApplicationViewController.java,freeplane\src\main\java\org\freeplane\main\headlessmode\HeadlessUIController.java,ApplicationViewController,HeadlessUIController,10,50,18
freeplane_api\src\main\java\org\freeplane\api\MindMap.java,freeplane_plugin_script\src\main\java\org\freeplane\plugin\script\proxy\MapProxy.java,MindMap,MapProxy,10,11,35
freeplane\src\main\java\org\freeplane\features\icon\IconRegistry.java,freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\MIconController.java,IconRegistry,MIconController,10,14,90
freeplane\src\main\java\org\freeplane\features\map\mindmapmode\clipboard\MMapClipboardController.java,freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,MMapClipboardController,MTextController,10,59,89
freeplane\src\main\java\org\freeplane\features\filter\FilterController.java,freeplane\src\main\java\org\freeplane\features\presentations\mindmapmode\Slide.java,FilterController,Slide,10,97,37
freeplane\src\main\java\org\freeplane\view\swing\map\MapView.java,freeplane\src\main\java\org\freeplane\view\swing\map\mindmapmode\EditNodeTextField.java,MapView,EditNodeTextField,10,315,70
freeplane\src\main\java\org\freeplane\features\commandsearch\IconItem.java,freeplane\src\main\java\org\freeplane\features\commandsearch\InformationItem.java,IconItem,InformationItem,10,18,10
freeplane\src\main\java\org\freeplane\features\commandsearch\InformationItem.java,freeplane\src\main\java\org\freeplane\features\commandsearch\SearchItem.java,InformationItem,SearchItem,10,10,17
freeplane\src\main\java\org\freeplane\features\styles\MapStyle.java,freeplane\src\main\java\org\freeplane\features\styles\StyleExchange.java,MapStyle,StyleExchange,10,83,14
freeplane\src\main\java\org\freeplane\features\text\mindmapmode\MTextController.java,freeplane_plugin_formula\src\main\java\org\freeplane\plugin\formula\FormulaTextTransformer.java,MTextController,FormulaTextTransformer,10,89,28
freeplane\src\main\java\org\freeplane\features\note\mindmapmode\MNoteController.java,freeplane\src\main\java\org\freeplane\features\note\mindmapmode\NotePanel.java,MNoteController,NotePanel,10,41,34
freeplane\src\main\java\org\freeplane\view\swing\map\MapView.java,freeplane\src\main\java\org\freeplane\view\swing\map\NodeViewFactory.java,MapView,NodeViewFactory,10,315,36
freeplane\src\main\java\org\freeplane\features\ui\FrameController.java,freeplane\src\main\java\org\freeplane\main\application\MapViewDockingWindows.java,FrameController,MapViewDockingWindows,10,101,49
freeplane\src\main\java\org\freeplane\features\icon\mindmapmode\MIconController.java,freeplane\src\main\java\org\freeplane\features\styles\MapStyle.java,MIconController,MapStyle,10,90,83
freeplane\src\main\java\org\freeplane\view\swing\map\VerticalNodeViewLayoutStrategy.java,freeplane_api\src\main\java\org\freeplane\api\ChildNodesAlignment.java,VerticalNodeViewLayoutStrategy,ChildNodesAlignment,10,117,13
freeplane\src\main\java\org\freeplane\main\codeexplorermode\ClassNodeModel.java,freeplane\src\main\java\org\freeplane\main\codeexplorermode\PackageNodeModel.java,ClassNodeModel,PackageNodeModel,10,14,14
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\configurator\CodeDependenciesPanel.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\configurator\CodeProjectController.java,CodeDependenciesPanel,CodeProjectController,10,30,34
freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\ClassesNode.java,freeplane_plugin_codeexplorer\src\main\java\org\freeplane\plugin\codeexplorer\map\CodeMap.java,ClassesNode,CodeMap,10,24,24
