file_a,file_b,label_a,label_b,co_changes,changes_a,changes_b
freeplane\src\org\freeplane\main\application\ApplicationViewController.java,freeplane\src\org\freeplane\view\swing\map\MapView.java,ApplicationViewController,MapView,27,99,279
freeplane\src\org\freeplane\main\application\FreeplaneStarter.java,freeplane\src\org\freeplane\view\swing\ui\UserInputListenerFactory.java,FreeplaneStarter,UserInputListenerFactory,27,135,74
freeplane_api\src\main\java\org\freeplane\api\NodeRO.java,freeplane_plugin_script\src\main\java\org\freeplane\plugin\script\proxy\NodeProxy.java,NodeRO,NodeProxy,27,47,85
freeplane\src\org\freeplane\core\controller\Controller.java,freeplane\src\org\freeplane\core\filter\FilterComposerDialog.java,Controller,FilterComposerDialog,26,62,37
freeplane\src\org\freeplane\core\controller\Controller.java,freeplane\src\org\freeplane\core\filter\FilterController.java,Controller,FilterController,26,62,61
freeplane\src\org\freeplane\view\swing\map\EditNodeTextField.java,freeplane\src\org\freeplane\view\swing\map\MapView.java,EditNodeTextField,MapView,26,72,279
freeplane\src\org\freeplane\core\filter\FilterComposerDialog.java,freeplane\src\org\freeplane\core\frame\ViewController.java,FilterComposerDialog,ViewController,26,37,109
freeplane\src\org\freeplane\core\ui\MenuBuilder.java,freeplane\src\org\freeplane\view\swing\map\MainView.java,MenuBuilder,MainView,26,116,207
freeplane\src\org\freeplane\view\swing\map\NodeView.java,freeplane\src\org\freeplane\view\swing\map\attribute\AttributeTable.java,NodeView,AttributeTable,26,262,99
freeplane\src\org\freeplane\core\frame\ViewController.java,freeplane\src\org\freeplane\core\url\UrlManager.java,ViewController,UrlManager,26,109,64
freeplane\src\org\freeplane\core\resources\ResourceController.java,freeplane\src\org\freeplane\view\swing\map\MapView.java,ResourceController,MapView,26,74,279
freeplane\src\org\freeplane\features\common\addins\encrypt\EnterPassword.java,freeplane\src\org\freeplane\features\mindmapmode\addins\encrypt\EncryptedMap.java,EnterPassword,EncryptedMap,26,42,30
freeplane\src\org\freeplane\features\mindmapmode\clipboard\CutAction.java,freeplane\src\org\freeplane\features\mindmapmode\clipboard\PasteAction.java,CutAction,PasteAction,26,38,46
freeplane\src\org\freeplane\features\mindmapmode\clipboard\CutAction.java,freeplane\src\org\freeplane\features\mindmapmode\file\ImportLinkedBranchAction.java,CutAction,ImportLinkedBranchAction,26,38,36
freeplane\src\org\freeplane\features\mindmapmode\clipboard\CutAction.java,freeplane\src\org\freeplane\features\mindmapmode\file\ImportLinkedBranchWithoutRootAction.java,CutAction,ImportLinkedBranchWithoutRootAction,26,38,37
freeplane\src\org\freeplane\features\mindmapmode\clipboard\CutAction.java,freeplane\src\org\freeplane\features\mindmapmode\text\JoinNodesAction.java,CutAction,JoinNodesAction,26,38,34
freeplane\src\org\freeplane\features\mindmapmode\clipboard\PasteAction.java,freeplane\src\org\freeplane\features\mindmapmode\file\RevertAction.java,PasteAction,RevertAction,26,46,45
freeplane\src\org\freeplane\features\mindmapmode\cloud\CloudColorAction.java,freeplane\src\org\freeplane\features\mindmapmode\edge\EdgeColorAction.java,CloudColorAction,EdgeColorAction,26,29,28
freeplane\src\org\freeplane\features\mindmapmode\file\DoAutomaticSave.java,freeplane\src\org\freeplane\features\mindmapmode\file\MFileManager.java,DoAutomaticSave,MFileManager,26,30,100
freeplane\src\org\freeplane\features\mindmapmode\file\ImportFolderStructureAction.java,freeplane\src\org\freeplane\features\mindmapmode\file\ImportLinkedBranchAction.java,ImportFolderStructureAction,ImportLinkedBranchAction,26,31,36
freeplane\src\org\freeplane\features\mindmapmode\file\ImportLinkedBranchAction.java,freeplane\src\org\freeplane\features\mindmapmode\file\MFileManager.java,ImportLinkedBranchAction,MFileManager,26,36,100
freeplane\src\org\freeplane\features\mindmapmode\file\ImportLinkedBranchWithoutRootAction.java,freeplane\src\org\freeplane\features\mindmapmode\file\MFileManager.java,ImportLinkedBranchWithoutRootAction,MFileManager,26,37,100
freeplane\src\org\freeplane\features\mindmapmode\file\MFileManager.java,freeplane\src\org\freeplane\features\mindmapmode\text\MTextController.java,MFileManager,MTextController,26,100,87
freeplane\src\org\freeplane\features\common\cloud\CloudController.java,freeplane\src\org\freeplane\features\common\link\LinkController.java,CloudController,LinkController,26,45,80
freeplane\src\org\freeplane\features\common\edge\EdgeController.java,freeplane\src\org\freeplane\view\swing\map\MapView.java,EdgeController,MapView,26,52,279
freeplane\src\org\freeplane\features\common\link\LinkBuilder.java,freeplane\src\org\freeplane\features\mindmapmode\link\MLinkController.java,LinkBuilder,MLinkController,26,35,74
freeplane\src\org\freeplane\features\common\link\LinkController.java,freeplane\src\org\freeplane\features\mindmapmode\clipboard\CutAction.java,LinkController,CutAction,26,80,38
freeplane\src\org\freeplane\features\common\link\LinkController.java,freeplane\src\org\freeplane\features\mindmapmode\note\MNoteController.java,LinkController,MNoteController,26,80,79
freeplane\src\org\freeplane\features\common\text\FindAction.java,freeplane\src\org\freeplane\features\common\text\FindNextAction.java,FindAction,FindNextAction,26,44,26
freeplane\src\org\freeplane\features\mindmapmode\clipboard\CutAction.java,freeplane\src\org\freeplane\view\swing\map\MapView.java,CutAction,MapView,26,38,279
freeplane\src\org\freeplane\core\url\UrlManager.java,freeplane\src\org\freeplane\features\mindmapmode\file\RevertAction.java,UrlManager,RevertAction,26,64,45
freeplane\src\org\freeplane\core\filter\FilterController.java,freeplane\src\org\freeplane\core\modecontroller\MapController.java,FilterController,MapController,26,61,69
freeplane\src\org\freeplane\core\frame\ViewController.java,freeplane\src\org\freeplane\features\mindmapmode\addins\export\ExportWithXSLT.java,ViewController,ExportWithXSLT,26,109,55
freeplane\src\org\freeplane\core\frame\ViewController.java,freeplane\src\org\freeplane\features\mindmapmode\clipboard\CutAction.java,ViewController,CutAction,26,109,38
